7,3,8,4,9,1,5,6,2
6,5,9,2,7,8,1,4,3
2,4,1,5,6,3,8,7,9
5,1,2,8,3,7,6,9,4
8,6,4,9,2,5,3,1,7
9,7,3,1,4,6,2,5,8
3,8,7,6,5,4,9,2,1
4,9,5,3,1,2,7,8,6
1,2,6,7,8,9,4,3,5
